"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-28","100","90.6","42.2",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-29","55.9","50","41.8",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-30","56","49.3","41.4",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-31","80.5","70","41",""
"Chivilcoy","Argentina","Parque Cielos del Sur","-34.911","-60.014","2017-03-20","87.8","-61.5","35",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2017-03-02","100","122.7","50.8",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2017-03-09","100","111.5","48.1",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2017-03-23","100","91.4","42.4",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2017-03-31","100","81.8","39.3",""
"Đurđevac","Croatia","High school Gimnazija Dr. Ivana Kranjčeva","46.039","25.535","2017-03-21","120","101.8","45.5",""
"Guarne","Colombia","Grupo Astrofanáticos","6.274","-75.449","2017-03-21","67.4","7.5","6.3",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-04-18","100","65","33",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-04-21","100","63","32.2",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-04-24","100","61","31.4",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-04-25","100","59","30.5",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-04-28","100","56.5","29.5",""
"Larissa","Greece","Diachronic museum of Larissa, 4 JHS Petroupoli","39.618","22.394","2017-04-04","31.5","20.9","33.6",""
"Mărgineni","Romania","Gh. Popescu School","44.533","24.554","2017-04-03","100","84","40",""
"Mărgineni","Romania","Gh. Popescu School","44.533","24.554","2017-04-04","100","80.5","38.8",""
"Mărgineni","Romania","Gh. Popescu School","44.533","24.554","2017-04-05","100","80","38.7",""
"Mărgineni","Romania","Gh. Popescu School","44.533","24.554","2017-04-06","100","78","38",""
"Mărgineni","Romania","Gh. Popescu School","44.533","24.554","2017-04-10","100","74","36.5",""
"Mărgineni","Romania","Gh. Popescu School","44.533","24.554","2017-04-11","100","74.5","36.1",""
"Mărgineni","Romania","Gh. Popescu School","44.533","24.554","2017-04-12","90","67","36.7",""
"Mărgineni","Romania","Gh. Popescu School","44.533","24.554","2017-04-13","85","63","36.5",""
"Mărgineni","Romania","Gh. Popescu School","44.533","24.554","2017-04-14","100","72.5","35.9",""
"Marina di Carrara","Italy","M Buonarroti primary school","44.045","10.031","2017-04-04","10","7.7","37.6",""
"Medellín","Colombia","Colegiatura de Antioquia","6.209","-75.546","2017-04-05","","0","0",""
"Medellín","Colombia","I.E. el Corazón","6.247","-75.629","2017-04-05","","0","0",""
"Medellín","Colombia","I.E. Javiera Londoño","6.249","-75.560","2017-04-05","","0","0",""
"Merlara","Italy","Lower Secondary School Dante Alighieri","45.166","11.433","2017-04-04","100","85.5","40.5",""
"Neochori","Greece","CERN 2nd JHS of Korydallos","39.305","23.218","2017-04-07","100","62","31.8",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2017-04-24","52.3","24","24.6",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2017-04-28","30.4","13.2","23.5",""
"Rio de Janeiro","Brazil","Escola Municipal Bento Ribeiro, Méier","-22.904","-43.280","2017-05-27","15","-12","38.7",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-05-10","100","-81","39",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-05-13","13","-11","40.2",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-05-24","100","-88","41.3",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-05-25","100","-90","42.0",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-05-26","100","-88","41.3",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-05-29","100","-92","42.6",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-05-30","100","-94","43.2",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-05-31","100","-95","43.5",""
"Râmnicu Vâlcea","Romania","S.G. Nr4 Gradinita Dumbrava Minuata","45.093","24.358","2017-05-03","100","55.4","29.0",""
"Râmnicu Vâlcea","Romania","S.G. Nr4 Gradinita Dumbrava Minuata","45.093","24.358","2017-05-04","100","54.8","287",""
"Râmnicu Vâlcea","Romania","S.G. Nr4 Gradinita Dumbrava Minuata","45.093","24.358","2017-05-16","100","47.9","25.6",""
"Râmnicu Vâlcea","Romania","S.G. Nr4 Gradinita Dumbrava Minuata","45.093","24.358","2017-05-18","51","24","25.2",""
"Râmnicu Vâlcea","Romania","S.G. Nr4 Gradinita Dumbrava Minuata","45.093","24.358","2017-05-23","100","44.9","24.2",""
"Râmnicu Vâlcea","Romania","S.G. Nr4 Gradinita Dumbrava Minuata","45.093","24.358","2017-05-24","100","44.5","24.0",""
"Râmnicu Vâlcea","Romania","S.G. Nr4 Gradinita Dumbrava Minuata","45.093","24.358","2017-05-29","51","21.9","23.2",""
"Râmnicu Vâlcea","Romania","S.G. Nr4 Gradinita Dumbrava Minuata","45.093","24.358","2017-05-30","51","22.1","23.4",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-05-01","70","-54.3","37.8",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-05-08","70","-58.5","39.9",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-05-09","70","-59.2","40.2",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-05-12","70","-61.1","41.1",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-05-15","70","-62.3","41.7",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-05-18","70","-63.6","42.3",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-05-23","70","-65","42.9",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-05-25","70","-67","43.8",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-05-30","70","-69.1","44.6",""
"Piraeus","Greece","2nd Junior High School of Korydallos","37.977","23.655","2017-05-02","100","43","23.3",""
"Piraeus","Greece","2nd Junior High School of Korydallos","37.977","23.655","2017-05-11","100","35.5","19.5",""
"Piraeus","Greece","2nd Junior High School of Korydallos","37.977","23.655","2017-05-23","100","31","17.2",""
"Pfaffenhofen","Germany","Projekt Seminar","48.526","11.498","2017-05-18","91.5","57.5","32.1",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2017-05-09","52.3","19.3","20.3",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2017-05-11","52.3","19","20",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2017-05-22","52.3","16.4","17.4",""
"Nafplion","Greece","2nd Junior High School of Korydallos","37.567","22.795","2017-05-12","100","36","19.8",""
"Merlara","Italy","Lower Secondary School Dante Alighieri","45.166","11.433","2017-05-03","100","54","28.4",""
"Merlara","Italy","Lower Secondary School Dante Alighieri","45.166","11.433","2017-05-10","100","52.5","27.7",""
"Merlara","Italy","Lower Secondary School Dante Alighieri","45.166","11.433","2017-05-23","100","44","23.7",""
"Merlara","Italy","Lower Secondary School Dante Alighieri","45.166","11.433","2017-05-30","100","40","21.8",""
"Marina di Carrara","Italy","M Buonarroti primary school","44.045","10.031","2017-05-09","10","4.9","26.1",""
"Marina di Carrara","Italy","M Buonarroti primary school","44.045","10.031","2017-05-16","100","45","24.2",""
"Marina di Carrara","Italy","M Buonarroti primary school","44.045","10.031","2017-05-30","10","4.1","22.3",""
"Aigio","Greece","1st High School of Aigio","38.252","22.079","2017-06-06","50","14","15.6",""
"Aigio","Greece","1st High School of Aigio","38.252","22.079","2017-06-19","50","13","14.6",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-09","79.5","-103","52.3",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-10","39","-54.5","54.4",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-12","39","-55.5","54.9",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-13","39","-56","55.1",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-15","39","-56.4","55.3",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-18","39","-56.5","55.4",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-19","39","-56.3","55.3",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-20","39","-56.6","55.4",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-21","39","-56.4","55.3",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-23","39.5","-56.7","55.1",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-25","39.5","-57","55.3",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-06-30","39.5","-56.4","55.0",""
"Andaraí","Brazil","Clube de Astronomia do Rio de Janeiro","-22.928","-43.258","2017-06-11","59","-61","46",""
"Andaraí","Brazil","Clube de Astronomia do Rio de Janeiro","-22.928","-43.258","2017-06-21","100","-111","48",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2017-06-15","49","10.8","12.4",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2017-06-21","246","64","14.6",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2017-06-30","49","13.1","15.0",""
"Bhopal","India","Madhya Pradesh Vigyan Sabha","23.246","77.532","2017-06-21","35.4","-0.1","0.2",""
"Bhuj","India","Matruchhaya Kanya Vidyalaya","23.246","69.670","2017-06-13","100","0","0",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-06-07","100","37.6","20.6",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-06-13","100","37.2","20.4",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-06-05","35.9","15","22.7",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-06-06","50","20.8","22.6",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-06-07","25","10.3","22.4",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-06-08","50","20.6","22.4",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-06-14","28.3","11.5","22.1",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-06-15","28.3","11.4","21.9",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-06-20","39.6","16","22",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-06-21","37","15","22.1",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-06-23","29.6","12","22.1",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-06-24","34.5","14","22.1",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-06-02","100","40.1","21.9",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-06-06","100","39.0","21.3",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-06-09","100","39.5","21.6",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-06-12","100","38.2","20.9",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-06-13","100","38.0","20.8",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-06-16","100","37.8","20.7",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-06-19","100","37.8","20.7",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-06-20","100","37.8","20.7",""
"Cernay","France","Collège René Cassin","47.814","7.183","2017-06-02","368.5","176","25.5",""
"Cernay","France","Collège René Cassin","47.814","7.183","2017-06-12","368.5","169","24.6",""
"Cernay","France","Collège René Cassin","47.814","7.183","2017-06-20","368.5","167","24.4",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-07-19","39.5","-51.5","52.5",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-07-21","39.5","-51","52.2",""
"Alta Gracia","Argentina","Fundación Caminos de Anisacate","-31.659","-64.417","2017-07-27","39.5","-48.7","51",""
"Guarne","Colombia","Grupo Astrofanáticos","6.274","-75.449","2017-07-05","64.8","-17.9","15.4",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-07-03","70","-71.8","45.7",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-07-04","70","-71.4","45.6",""
"Quitsato","Ecuador","La Mitad del Mundo Reloj Solar","0,000","-78.175","2017-07-15","1000","-393.5","21.5",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-07-04","100","-100","45",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-07-05","100","-100","45",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-07-06","100","-100","45",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-07-07","100","-100","45",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-07-11","100","-98","44.4",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-07-12","100","-98","44.4",""
"Athens","Greece","Teacher Bill","38.130","23.849","2017-07-03","15.3","4.1","15",""
"Methoni","Greece","Teachers Athanasia & Daniela","36.817","21.707","2017-07-22","98.5","28.5","16.1",""
"Sigri","Greece","National History Museum","39.211","25.855","2017-08-12","86","35","22.1",""
"Rio Cuarto","Argentina","Colegio Concordia","-33.149","-64.351","2017-08-02","53.6","-65","50.5",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-08-01","100","-82","39.4",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-08-02","100","-82","39.4",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-08-03","100","-82","39.4",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-08-07","100","-80","38.7",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-08-08","100","-82","39.4",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-08-09","100","-80","38.7",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-08-14","100","-78","38",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-08-07","70","-56.5","38.9",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-08-10","70","-54.2","37.8",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-08-11","70","-54.4","37.9",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-08-15","70","-52.3","36.8",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-08-24","70","-47.0","33.9",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-08-29","70","-43.2","31.7",""
"Pergamino","Argentina","","-33.923","-60.573","2017-08-06","14.6","-17.7","50.5",""
"Montcuq","France","","44.340","1.210","2017-08-02","271","136","266",""
"Montcuq","France","","44.340","1.210","2017-08-03","271","138","27",""
"Mahebourg","Mauritius","","-20.442","-57.517","2017-08-10","12","-8.4","35",""
"Kuantan","Malaysia","SMK St Thomas","3.817","103.333","2017-08-01","59","-15.7","14.9",""
"Kuantan","Malaysia","SMK St Thomas","3.817","103.333","2017-08-03","88","-21.3","13.6",""
"Kastro","Greece","","37.891","21.141","2017-08-01","30.4","10.8","196",""
"Kalamata","Greece","Municipal Railway Park","37.029","22.110","2017-08-07","30.4","11","199",""
