"Athens","Greece","3rd Junior High School of Ilion","38.037","23.713","2014-10-31","100","128","52.0",""
"Kaohsiung","Taiwan","鳳西國 中 FXM","22.603","120.356","2014-12-24","50.0","39.5","38.3",""
"Yamunanagar","India","S.V.N.Public School Jagadhri","30.133","77.283","2014-12-22","51.0","69.8","53.8",""
"Mumbai","India","L.R & S.M Vissanji Academy","19.121","72.951","2014-12-21","53.3","48.3","42.2",""
"HôChiMinhCity","Vietnam","Nhan Viet High School","10.778","106.636","2014-12-22","50","35","35.0",""
"HôChiMinhCity","Vietnam","Trần Khai Nguyên High School","10.759","106.669","2014-12-22","62.8","42.8","34.3",""
"HôChiMinhCity","Vietnam","Phú Nhuận High School","10.809","106.676","2014-12-21","50","34","34.2",""
"Agra","India","St Andrews public school","27.117","78.062","2014-12-20","81","88.5","47.5",""
"Amroha","India","Indraprastha Institute of Technology","28.844","78.360","2014-12-17","81","102.5","51.7",""
"Lalitpur","India","Govt Inter College","24.695","78.409","2014-12-17","70","77.5","47.9",""
"Petroupolis","Greece","4o Junior High School","38.036","23.674","2014-12-19","100.1","183","61.3",""
"Kuantan","Malaysia","SMK St Thomas","3.827","103.339","2015-02-27","101","20","11.2","11.201"
"Ioannina","Greece","Experimental College","39.666","20.845","2015-02-27","100","111","47.983333333333","47.984"
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-02-27","100","130","52.416666666667","52.431"
"Sfax","Tunisia","écoles de Sakiét Eddayer","34.789","10.780","2015-02-27","100","91.5","42.45","42.459"
"Sfax","Tunisia","écoles de Sakiét Eddayer","34.789","10.780","2015-03-30","100","59.3","30.7",""
"Gressoney St Jean","Italy","Ecole","45.781","7.825","2015-03-23","295","313","46.7",""
"São Tomé","São Tomé and Príncipe","Instituto Diocesano de Formação João Paulo II","0.354","6.719","2015-03-20","172","1","0.3",""
"Dendermonde","Belgium","Sint-Vincentiusinstituut","51.030","4.091","2015-03-23","100","122","50.7",""
"Rio de Janeiro","Brazil","Associação Síndrome de Down, Teresópolis","-22.421","-42.978","2015-03-20","","","",""
"Chiayi City","Taiwan","Shixian Elementary School","23.489","120.428","2015-03-21","","","",""
"Drama","Greece","8th primary school of Drama","41.157","24.147","2015-03-18","100","89","41.7",""
"Athens","Greece","Acropolis","37.971","23.727","2015-03-21","48.5","37.2","37.5",""
"Patras","Greece","Rio-Antirio Bridge","38.310","21.779","2015-03-21","86","67.2","38.0",""
"HôChiMinhCity","Vietnam","Trần Khai Nguyên High School","10.759","106.669","2015-03-21","64","12","10.6",""
"Maricá","Brazil","Grupo 84º Escoteiro Cidade de Maricá","-22.919","-42.819","2015-04-18","84","-52","31.8",""
"Rio de Janeiro","Brazil","Grupo João Melchior Bosco 96 RJ","-22.890","-43.279","2015-04-11","100","-60","31.0",""
"Chiayi City","Taiwan","Chia Hwa Senior High School","23.483","120.477","2015-04-06","35.3","13","20.2",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-04-05","179","-134","36.8",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-04-08","179","-141","38.2",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-04-11","179","-152","40.3",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-04-12","100","-84","40.0",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-04-13","100","-85","40.4",""
"Tunis","Tunisia","Ecole primaire 16 Rue de Russie","36.795","10.177","2015-04-04","100","60","31.8",""
"Tunis","Tunisia","Ecole primaire 16 Rue de Russie","36.795","10.177","2015-04-28","100","37.5","20.6",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-04-03","100","80","38.7",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-04-07","100","75.9","37.2",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-04-28","100","56.5","29.5",""
"Aigio","Greece","1st Gimnasium of Aigio","38.252","22.079","2015-04-03","58","38","33.2",""
"Aigio","Greece","1st Gimnasium of Aigio","38.252","22.079","2015-04-29","30","13","23.4",""
"Aigio","Greece","1st Gimnasium of Aigio","38.252","22.079","2015-04-30","30","12.8","23.1",""
"Athens","Greece","1st JHS of Agioi Anargyroi","38.027","23.726","2015-04-03","50","42.5","40.4",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2015-04-02","49","32","33.1",""
"Lardos","Greece","Primary School of Lardos","36.093","28.012","2015-04-02","30.5","18","30.5",""
"Messinia","Greece","1st Kindergarten of Pylos","36.911","21.694","2015-05-27","77","26","18.7",""
"Kozani","Greece","Junior High School of Krokos","40.265","21.815","2015-05-26","100","37","20.3",""
"Grevena","Greece","2nd primary of Grevena","40.086","21.424","2015-05-06","100","50","26.2",""
"Tunis","Tunisia","Ecole primaire 16 Rue de Russie","36.795","10.177","2015-05-08","90","34.5","21",""
"Tunis","Tunisia","Ecole primaire 16 Rue de Russie","36.795","10.177","2015-05-15","90","28.5","17.6",""
"Tunis","Tunisia","Ecole primaire 16 Rue de Russie","36.795","10.177","2015-05-21","90","26.5","16.4",""
"Rhodes Amos","Greece","4o Junior High School","36.327","28.213","2015-05-06","65.5","23.5","19.7",""
"Córdoba","Argentina","Escuela Padre Juan Burón","-31.439","-64.249","2015-05-11","90","-107","49.9",""
"Córdoba","Argentina","Escuela Padre Juan Burón","-31.439","-64.249","2015-05-13","90","-108","50.2",""
"Alta Gracia","Argentina","Estancia Jesuítica de Alta Gracia","-31.658","-64.418","2015-05-13","125","-148","49.8",""
"Pont St Martin","Italy","I.S. Monte Rosa A","45.601","7.795","2015-05-13","100","51.3","27.2",""
"Pont St Martin","Italy","I.S. Monte Rosa A","45.601","7.795","2015-05-14","100","51","27.0",""
"Pont St Martin","Italy","I.S. Monte Rosa A","45.601","7.795","2015-05-18","100","49","26.1",""
"Pont St Martin","Italy","I.S. Monte Rosa A","45.601","7.795","2015-05-22","100","46.5","24.9",""
"Pont St Martin","Italy","I.S. Monte Rosa A","45.601","7.795","2015-05-25","100","45.5","24.5",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2015-05-14","74","-62","40",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2015-05-21","21","-18","40.6",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-05-15","100","47","25.2",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-05-18","100","46","24.7",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-05-22","100","43.5","23.5",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-05-29","100","41","22.3",""
"Alexandria","Egypt","Bibliotheca Alexandrina","31.209","29.909","2015-06-17","","","7.2",""
"Marina di Carrara","Italy","M Buonarroti primary school","44.045","10.031","2015-06-22","100","37.5","20.6",""
"Haridwar","India","C V Raman Science Club, Har Ki Pauri","29.951","78.167","2015-06-21","37","4.3","6.6",""
"HôChiMinhCity","Vietnam","Phú Nhuận High School","10.809","106.676","2015-06-21","69","-14.5","11.9",""
"Patras","Greece","Rio-Antirio Bridge","38.310","21.779","2015-06-21","17","4.5","14.8",""
"Rio de Janeiro","Brazil","Rio Planetário da Gávea","-22.978","-43.230","2015-06-20","18","-20","48",""
"Ioannina","Greece","Experimental College","39.666","20.845","2015-06-09","100","29.7","16.5",""
"Shenzhen","China","荔園小學南校區","22.549","114.092","2015-06-19","50","-1.4","1.6",""
"Kaohsiung","Taiwan","鳳西國 中 FXM","22.603","120.356","2015-06-18","50","-4","4.6",""
"Parintins","Brazil","Núcleo de Ensino e Pesquisa em Astronomia","-2.6278","-56.736","2015-06-12","18","-7","21.6",""
"Parintins","Brazil","Núcleo de Ensino e Pesquisa em Astronomia","-2.6278","-56.736","2015-06-15","18","-7.3","22.1",""
"Parintins","Brazil","Núcleo de Ensino e Pesquisa em Astronomia","-2.6278","-56.736","2015-06-16","18","-7.1","21.5",""
"Parintins","Brazil","Núcleo de Ensino e Pesquisa em Astronomia","-2.6278","-56.736","2015-06-17","18","-7.4","22.3",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-07-26","100","48.5","25.9",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-07-27","100","48.5","25.9",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-07-28","100","49","26.1",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-07-29","100","49.5","26.3",""
"Yamunanagar","India","Sarojini Colony","30.133","77.283","2015-07-27","50","8.1","9.2",""
"Úbeda","Spain","Colegio Salesiano Santo Domingo Savio","38.017","-3.367","2015-07-27","109.4","37.3","18.8",""
"Shenzhen","China","Futian","22.524","114.061","2015-07-27","50","5.5","6.3",""
"Baghpat","India","Shri Vinayak College Of Education","28.881","77.249","2015-07-25","65","10","8.7",""
"Baghpat","India","Shri Vinayak College Of Education","28.881","77.249","2015-07-26","65","10","8.7",""
"Baghpat","India","Shri Vinayak College Of Education","28.881","77.249","2015-07-27","114.6","19","9.4",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2015-07-27","30","-29","44",""
"Mumbai","India","Marwari Vidyalaya High School","18.957","72.818","2015-07-27","81","0","0",""
"Kaohsiung","Taiwan","鳳西國 中 FXM","22.621","120.354","2015-07-27","50","2.9","3.3",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2015-07-27","100","43.5","23.5",""
"Allahabad","India","Vashisth Vatsalya Public School","25.452","81.841","2015-07-27","100","12.5","7.1",""
"Cephalonia","Greece","","38.108","20.562","2015-08-14","29.2","12.2","22.7",""
"Kozani","Greece","Junior High School of Krokos","40.265","21.815","2015-08-02","100","50","26.6",""
"Dholpur","India","GSSS Tagawali","26.708","77.908","2015-08-03","159","24","8.6",""
"Dholpur","India","GSSS Tagawali","26.708","77.908","2015-08-04","79","12","8.6",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-08-02","96","-111","49.1",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-08-06","96","-106.4","47.9",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-08-17","96","-94.1","44.4",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-08-22","96","-89.5","43",""
"Rio de Janeiro","Brazil","VOE Vila Olímpica do Encantado","-22.894","-43.300","2015-09-26","18","-8.7","22.6",""
"Palmela","Portugal","Escola Secundária","38.571","-8,909","2015-09-23","190.1","154","39.0",""
"Neoric","Croatia","OŠ Neorić - Sutina","43.686","16.520","2015-09-21","100","97.1","44.2",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-09-03","100","59","30.5",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-09-07","119","73","31.5",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-09-08","119","74","31.9",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-09-09","119","76.5","32.7",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-09-11","119","78.5","33.4",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-09-17","119","85","35.5",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-09-23","119","92.8","37.9",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-09-24","119","94","38.3",""
"Paysandú","Uruguay","Liceo N°1 de Paysandú","-32.316","-58.093","2015-09-03","46","-42","42.4",""
"Paysandú","Uruguay","Liceo N°1 de Paysandú","-32.316","-58.093","2015-09-10","46","-39","40.3",""
"Paysandú","Uruguay","Liceo N°1 de Paysandú","-32.316","-58.093","2015-09-17","46","-35","37.3",""
"Paysandú","Uruguay","Liceo N°1 de Paysandú","-32.316","-58.093","2015-09-23","46","-30","33.1",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-09-03","100","74.5","36.7",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-09-07","100","78.3","38.1",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-09-08","100","78.3","38.1",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-09-15","100","87","41",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-09-21","100","93.8","43.2",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-09-22","100","95.4","43.7",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2015-09-08","49","32.2","33.3",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2015-09-09","49","31.3","32.6",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2015-09-11","49","32.3","33.4",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2015-09-23","49","37.5","37.4",""
"Baghpat","India","Dhanaura Silver Nagar Inter college","28.937","77.218","2015-09-23","33","18","28.6",""
"Athens","Greece","3rd Junior High School of Ilion","38.037","23.712","2015-09-23","100","79","38.3",""
"Buenos Aires","Argentina","Instituto Mario Madeddu","-34.736","-58.431","2015-09-17","29","-23.2","38.7",""
"Buenos Aires","Argentina","Instituto Mario Madeddu","-34.736","-58.431","2015-09-18","25","-17.6","35.1",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2015-10-06","100","116","49.2",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-10-06","119","111","43.0",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-10-09","119","115.5","44.1",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-10-12","119","120","45.2",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-10-15","119","127","46.9",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-10-29","119","149","51.4",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-10-30","119","150","51.6",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-10-05","100","120","50.2",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-10-07","100","124","51.1",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-10-08","100","125.5","51.5",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-10-10","100","129.5","52.3",""
"Yamunanagar","India","S.V.N.Public School Jagadhri","30.133","77.283","2015-10-06","62","43.5","35.1",""
"Yamunanagar","India","Govt. Senior Secondary School Alahar","30.033","77.200","2015-10-06","62","42.5","34.4",""
"Yamunanagar","India","Holy Mother Public School","30.145","77.268","2015-10-08","51","35.7","35",""
"Dholpur","India","GSSS Tagawali","26.708","77.908","2015-10-09","74","45","31.3",""
"Uberlandia","Brazil","Centro de Convencoes","-18.923","-48.259","2015-10-31","no noon measure","","",""
"Rome","Italy","Fondazione Mondo Digitale","41.855","12.550","2015-10-29","200","286","55",""
"Parintins","Brazil","Núcleo de Ensino e Pesquisa em Astronomia","-2.6278","-56.736","2015-10-30","17.5","0.5","1.6",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-11-03","100","132.5","53",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-11-20","119","188.5","57.7",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-11-26","119","196","58.7",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2015-11-03","100","166","58.9",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2015-11-05","100","169","59.4",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2015-11-25","100","218","65.4",""
"Pont St Martin","Italy","I.S. Monte Rosa A","45.601","7.795","2015-11-01","100","174","60.1",""
"Pont St Martin","Italy","I.S. Monte Rosa A","45.601","7.795","2015-11-02","100","176","60.4",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2015-11-04","100","166","58.9",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2015-11-05","100","169.5","59.5",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2015-11-19","100","200","63.4",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2015-11-25","100","207.5","64.3",""
"Neoric","Croatia","OŠ Neorić - Sutina","43.686","16.520","2015-11-12","100","166","58.9",""
"Neoric","Croatia","OŠ Neorić - Sutina","43.686","16.520","2015-11-25","100","209.5","64.5",""
"Aigio","Greece","1st Gimnasium of Aigio","38.252","22.079","2015-11-09","86","123","55",""
"Aigio","Greece","1st Gimnasium of Aigio","38.252","22.079","2015-11-20","86","137","57.9",""
"Eleusis","Greece","3rd High School of Aspropyrgos","38.042","23.539","2015-11-19","100","83","58.9",""
"Kozani","Greece","Junior High School of Krokos","40.265","21.815","2015-11-12","100","158","57.7",""
"Kozani","Greece","Junior High School of Krokos","40.265","21.815","2015-11-18","100","173","60.0",""
"Jesenice","Slovenia","OŠ Prežihovega Voranca","46.433","14.050","2015-11-05","100","188","62",""
"Tunis","Tunisia","Ecole primaire 16 Rue de Russie","36.795","10.177","2015-11-04","78","126","52.1",""
"HôChiMinhCity","Vietnam","Trần Khai Nguyên High School","10.759","106.669","2015-12-22","63.5","44","34.7",""
"Shenzhen","China","荔園小學南校區","22.549","114.092","2015-12-23","50","53.4","43.1",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-12-14","100","258.0","68.8",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-12-15","100","258.0","68.8",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-12-16","100","258.5","68.9",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-12-17","100","259.0","68.9",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-12-18","100","259.5","68.9",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-12-19","100","260.0","69.0",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-12-20","100","260.5","69.0",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-12-21","100","260.5","69.0",""
"Pont St Martin","Italy","Istituzione Scolastica Monte Rosa A","45.601","7.795","2015-12-22","100","261.0","69.0",""
"Pastida","Greece","Primary School of Pastida","36.385","28.138","2015-12-01","160","254","57.8",""
"Pastida","Greece","Primary School of Pastida","36.385","28.138","2015-12-09","40","66","58.8",""
"Pastida","Greece","Primary School of Pastida","36.385","28.138","2015-12-14","20","34.4","59.8",""
"Pastida","Greece","Primary School of Pastida","36.385","28.138","2015-12-16","27","46.2","59.7",""
"Pastida","Greece","Primary School of Pastida","36.385","28.138","2015-12-17","30.3","52.4","60",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-12-03","119","205","59.9",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-12-07","119","208.5","60.3",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-12-09","119","211","60.6",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-12-14","119","216","61.1",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-12-17","119","220","61.6",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2015-12-21","119","218","61.4",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-12-01","100","-18","10.2",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-12-18","100","-15","8.5",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-12-21","100","-15","8.5",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2015-12-22","100","-15","8.5",""
"Niterói","Brazil","Grupo 64 Lourival Andrade","-22.885","-43.121","2015-12-19","100","4","2.3",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2015-12-15","50","6","6.8",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2015-12-21","80","4","2.9",""
"São João de Meriti","Brazil","31 Marechal Rondon","-22.800","-43.367","2015-12-20","80","4","2.9",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2015-12-02","100","220","65.6",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2015-12-08","100","232","66.7",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2015-12-14","100","236","67.0",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2015-12-15","100","234.4","66.9",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2015-12-17","100","244","67.7",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-01-11","100","-17.5","9.9",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-01-19","100","-20","11.3",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-01-22","100","-22","12.4",""
"Pastida","Greece","Primary School of Pastida","36.385","28.138","2016-01-15","34.8","58.8","57.6",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-01-11","40","100","68.2",""
"Ben Arous","Tunisia","College Ben Arous","36.750","10.222","2016-01-20","5","8.3","58.9",""
"Mărgineni","Romania","Gh. Popescu School","44.533","24.554","2016-01-20","100","230","66.5",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2016-01-21","100","160.5","58.1",""
"Aigio","Greece","1st High School of Aigio","38.252","22.079","2016-01-21","50","80.6","58.2",""
"Chania","Greece","Primary School DDMN","35.485","24.082","2016-01-22","121","-17.5","56.4",""
"Sfax","Tunisia","école de Sakiét Eddayer","34.789","10.780","2016-01-23","100","140","54.5",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-01-25","100","197","63.1",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-02-01","100","180","60.9",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-02-04","100","174","60.1",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-02-08","100","166","58.9",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-02-15","100","151","56.5",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-02-16","100","150.5","56.4",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-02-18","100","146","55.6",""
"Perth","Australia","The Perth Mint - Gold Court House","-31.957","115.869","2016-02-06","106","-30.1","15.9",""
"Fremantle","Australia","Fremantle Prison","-32.055","115.754","2016-02-08","105","-29.1","15.5",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-02-02","100","-27","15.1",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-02-11","100","-32","17.7",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-02-15","100","-34.5","19",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-02-16","100","-35","19.3",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-02-17","100","-36","19.8",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-02-21","100","-39","21.3",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-02-22","100","-39.8","21.7",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-02-25","100","-42","22.8",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-02-28","100","-44.3","23.9",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-02-29","100","-45","24.2",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-02-04","50","-4","4.6",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-02-19","50","-10","11.3",""
"Rio de Janeiro","Brazil","Escola Municipal Bento Ribeiro","-22.904","-43.280","2016-02-27","105","-23","12.4",""
"Shenzhen","China","荔園小學南校區","22.549","114.092","2016-02-04","50","39.3","38.2",""
"Ano Komi","Greece","Ano  Komi Kozanis","40.226","21.831","2016-02-03","100","158.5","57.8",""
"Aigio","Greece","1st High School of Aigio","38.252","22.079","2016-02-03","50","71","54.8",""
"Aigio","Greece","1st High School of Aigio","38.252","22.079","2016-02-17","50","60.3","50.3",""
"Aigio","Greece","1st High School of Aigio","38.252","22.079","2016-02-25","50","54.5","47.5",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2016-02-01","49","70.8","55.3",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2016-02-03","49","69.3","54.7",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2016-02-12","49","61.7","51.5",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2016-02-16","49","59.3","50.4",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2016-02-19","49","56.9","49.3",""
"Mărgineni","Romania","Gh. Popescu School","44.533","24.554","2016-03-21","110","109","44.7",""
"Kaohsiung","Taiwan","鳳西國 中 FXM","22.621","120.354","2016-03-20","200","70","19.3",""
"HôChiMinhCity","Vietnam","Ngoi Sao High School","10.749","106.614","2016-03-21","49","9.3","10.7",""
"Chania","Greece","Primary School DDMN","35.485","24.082","2016-03-15","121","107","40.1",""
"Rio de Janeiro","Brazil","Theatro Municipal","-22.909","-43.179","2016-03-31","100","-54.0","28.4",""
"Athens","Greece","Emotions Museum of Childhood","37.966","23.723","2016-03-30","53.2","38.2","35.7",""
"Pylos","Greece","1st Kindergarten of Pylos","36.911","21.694","2016-03-29","23.5","1.7","35.9",""
"Yamunanagar","India","Govt. Senior Secondary School Alahar","30.033","77.200","2016-03-29","59.0","29.7","26.7",""
"Marina di Carrara","Italy","M Buonarroti primary school","44.045","10.031","2016-03-02","100","124","51.1",""
"Yamunanagar","India","Holy Mother Public School","30.145","77.268","2016-03-28","38","19.1","26.7",""
"Marina di Carrara","Italy","M Buonarroti primary school","44.045","10.031","2016-04-15","100","67","33.8",""
"Kaohsiung","Taiwan","鳳西國 中 FXM","22.621","120.354","2016-04-27","200","319","8.8",""
"Komotini","Greece","3rd Junior High School Komotini","41.121","25.394","2016-04-01","100","72.9","36.1",""
"Nafplion","Greece","Panhellenic conference of Informatic","37.564","22.794","2016-04-16","30.4","15.6","27.2",""
"Nafplion","Greece","Panhellenic conference of Informatic","37.564","22.794","2016-04-17","30.4","15.1","26.4",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2016-04-01","52.3","34.1","33.1",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2016-04-04","52.3","32.6","31.9",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2016-04-07","52.3","31.4","31",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2016-04-11","52.3","29.6","29.5",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2016-04-21","52.3","26.1","26.5",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2016-04-22","52.3","25","25.5",""
"Piraeus","Greece","2nd Junior High School of Korydallos","37.977","23.655","2016-04-06","100","59","30.5",""
"Piraeus","Greece","2nd Junior High School of Korydallos","37.977","23.655","2016-04-15","100","52","27.5",""
